i    j    k    brain       skull       skin        outside     
11   20   9    1.000000    0.000000    0.000000    0.000000    
11   20   10   1.000000    0.000000    0.000000    0.000000    
11   20   11   1.000000    0.000000    0.000000    0.000000    
11   20   14   1.000000    0.000000    0.000000    0.000000    
11   20   13   1.000000    0.000000    0.000000    0.000000    
11   20   12   1.000000    0.000000    0.000000    0.000000    
11   20   16   1.000000    0.000000    0.000000    0.000000    
11   20   15   1.000000    0.000000    0.000000    0.000000    
11   20   19   1.000000    0.000000    0.000000    0.000000    
11   20   18   1.000000    0.000000    0.000000    0.000000    
11   20   17   1.000000    0.000000    0.000000    0.000000    
11   20   21   1.000000    0.000000    0.000000    0.000000    
11   20   20   1.000000    0.000000    0.000000    0.000000    
11   20   23   1.000000    0.000000    0.000000    0.000000    
11   20   24   1.000000    0.000000    0.000000    0.000000    
11   20   22   1.000000    0.000000    0.000000    0.000000    
11   20   26   1.000000    0.000000    0.000000    0.000000    
11   20   27   1.000000    0.000000    0.000000    0.000000    
11   20   25   1.000000    0.000000    0.000000    0.000000    
11   20   30   0.299316    0.184570    0.180176    0.335938    
11   20   29   1.000000    0.000000    0.000000    0.000000    
11   20   28   1.000000    0.000000    0.000000    0.000000    
11   21   3    1.000000    0.000000    0.000000    0.000000    
11   21   2    0.906250    0.078125    0.015625    0.000000    
11   21   1    0.036621    0.117676    0.179199    0.666504    
11   21   6    1.000000    0.000000    0.000000    0.000000    
11   21   4    1.000000    0.000000    0.000000    0.000000    
11   21   5    1.000000    0.000000    0.000000    0.000000    
11   21   8    1.000000    0.000000    0.000000    0.000000    
11   21   9    1.000000    0.000000    0.000000    0.000000    
11   21   7    1.000000    0.000000    0.000000    0.000000    
11   21   10   1.000000    0.000000    0.000000    0.000000    
11   21   11   1.000000    0.000000    0.000000    0.000000    
11   21   12   1.000000    0.000000    0.000000    0.000000    
11   21   13   1.000000    0.000000    0.000000    0.000000    
11   21   17   1.000000    0.000000    0.000000    0.000000    
11   21   14   1.000000    0.000000    0.000000    0.000000    
11   21   15   1.000000    0.000000    0.000000    0.000000    
11   21   16   1.000000    0.000000    0.000000    0.000000    
11   21   18   1.000000    0.000000    0.000000    0.000000    
11   21   19   1.000000    0.000000    0.000000    0.000000    
11   21   20   1.000000    0.000000    0.000000    0.000000    
11   21   21   1.000000    0.000000    0.000000    0.000000    
11   21   24   1.000000    0.000000    0.000000    0.000000    
11   21   25   1.000000    0.000000    0.000000    0.000000    
11   21   22   1.000000    0.000000    0.000000    0.000000    
11   21   23   1.000000    0.000000    0.000000    0.000000    
11   21   27   1.000000    0.000000    0.000000    0.000000    
11   21   26   1.000000    0.000000    0.000000    0.000000    
11   21   28   1.000000    0.000000    0.000000    0.000000    
11   21   30   0.038086    0.120117    0.152832    0.688965    
11   21   29   0.923828    0.061523    0.014160    0.000488    
11   22   3    1.000000    0.000000    0.000000    0.000000    
11   22   4    1.000000    0.000000    0.000000    0.000000    
11   22   2    0.496094    0.205566    0.169434    0.128906    
11   22   1    0.000000    0.000488    0.037109    0.962402    
11   22   5    1.000000    0.000000    0.000000    0.000000    
11   22   9    1.000000    0.000000    0.000000    0.000000    
11   22   6    1.000000    0.000000    0.000000    0.000000    
11   22   11   1.000000    0.000000    0.000000    0.000000    
11   22   13   1.000000    0.000000    0.000000    0.000000    
11   22   12   1.000000    0.000000    0.000000    0.000000    
11   22   10   1.000000    0.000000    0.000000    0.000000    
11   22   7    1.000000    0.000000    0.000000    0.000000    
11   22   8    1.000000    0.000000    0.000000    0.000000    
11   22   15   1.000000    0.000000    0.000000    0.000000    
11   22   17   1.000000    0.000000    0.000000    0.000000    
11   22   16   1.000000    0.000000    0.000000    0.000000    
11   22   14   1.000000    0.000000    0.000000    0.000000    
11   22   18   1.000000    0.000000    0.000000    0.000000    
11   22   20   1.000000    0.000000    0.000000    0.000000    
11   22   19   1.000000    0.000000    0.000000    0.000000    
11   22   22   1.000000    0.000000    0.000000    0.000000    
11   22   21   1.000000    0.000000    0.000000    0.000000    
11   22   23   1.000000    0.000000    0.000000    0.000000    
11   22   24   1.000000    0.000000    0.000000    0.000000    
11   22   25   1.000000    0.000000    0.000000    0.000000    
11   22   27   1.000000    0.000000    0.000000    0.000000    
11   22   28   1.000000    0.000000    0.000000    0.000000    
11   22   26   1.000000    0.000000    0.000000    0.000000    
11   22   30   0.000000    0.000000    0.024414    0.975586    
11   23   3    0.880859    0.101074    0.017090    0.000977    
11   23   2    0.068848    0.127441    0.186035    0.617676    
11   23   7    1.000000    0.000000    0.000000    0.000000    
11   23   5    1.000000    0.000000    0.000000    0.000000    
11   23   4    1.000000    0.000000    0.000000    0.000000    
11   23   8    1.000000    0.000000    0.000000    0.000000    
11   22   29   0.506836    0.209473    0.168945    0.114746    
11   23   9    1.000000    0.000000    0.000000    0.000000    
11   23   10   1.000000    0.000000    0.000000    0.000000    
11   23   6    1.000000    0.000000    0.000000    0.000000    
11   23   11   1.000000    0.000000    0.000000    0.000000    
11   23   12   1.000000    0.000000    0.000000    0.000000    
11   23   14   1.000000    0.000000    0.000000    0.000000    
11   23   13   1.000000    0.000000    0.000000    0.000000    
11   23   15   1.000000    0.000000    0.000000    0.000000    
11   23   16   1.000000    0.000000    0.000000    0.000000    
11   23   17   1.000000    0.000000    0.000000    0.000000    
11   23   18   1.000000    0.000000    0.000000    0.000000    
11   23   22   1.000000    0.000000    0.000000    0.000000    
11   23   20   1.000000    0.000000    0.000000    0.000000    
11   23   19   1.000000    0.000000    0.000000    0.000000    
11   23   21   1.000000    0.000000    0.000000    0.000000    
11   23   23   1.000000    0.000000    0.000000    0.000000    
11   23   24   1.000000    0.000000    0.000000    0.000000    
11   23   25   1.000000    0.000000    0.000000    0.000000    
11   23   26   1.000000    0.000000    0.000000    0.000000    
11   23   27   1.000000    0.000000    0.000000    0.000000    
11   24   4    0.997070    0.002930    0.000000    0.000000    
11   24   5    1.000000    0.000000    0.000000    0.000000    
11   23   28   0.893066    0.092285    0.013672    0.000977    
11   24   6    1.000000    0.000000    0.000000    0.000000    
11   23   29   0.072266    0.129883    0.189941    0.607910    
11   24   3    0.348145    0.206543    0.204102    0.241211    
11   24   2    0.000000    0.000000    0.016113    0.983887    
11   24   7    1.000000    0.000000    0.000000    0.000000    
11   24   10   1.000000    0.000000    0.000000    0.000000    
11   24   9    1.000000    0.000000    0.000000    0.000000    
11   24   8    1.000000    0.000000    0.000000    0.000000    
11   24   11   1.000000    0.000000    0.000000    0.000000    
11   24   13   1.000000    0.000000    0.000000    0.000000    
11   24   12   1.000000    0.000000    0.000000    0.000000    
11   24   14   1.000000    0.000000    0.000000    0.000000    
11   24   16   1.000000    0.000000    0.000000    0.000000    
11   24   18   1.000000    0.000000    0.000000    0.000000    
11   24   15   1.000000    0.000000    0.000000    0.000000    
11   24   17   1.000000    0.000000    0.000000    0.000000    
11   24   19   1.000000    0.000000    0.000000    0.000000    
11   24   20   1.000000    0.000000    0.000000    0.000000    
11   24   21   1.000000    0.000000    0.000000    0.000000    
11   24   22   1.000000    0.000000    0.000000    0.000000    
11   24   23   1.000000    0.000000    0.000000    0.000000    
11   24   24   1.000000    0.000000    0.000000    0.000000    
11   24   25   1.000000    0.000000    0.000000    0.000000    
11   24   27   0.993164    0.006836    0.000000    0.000000    
11   24   26   1.000000    0.000000    0.000000    0.000000    
11   24   28   0.317383    0.230469    0.218750    0.233398    
11   24   29   0.000000    0.000000    0.013672    0.986328    
11   25   3    0.000488    0.030273    0.104980    0.864258    
11   25   11   1.000000    0.000000    0.000000    0.000000    
11   25   7    1.000000    0.000000    0.000000    0.000000    
11   25   5    1.000000    0.000000    0.000000    0.000000    
11   25   13   1.000000    0.000000    0.000000    0.000000    
11   25   10   1.000000    0.000000    0.000000    0.000000    
11   25   6    1.000000    0.000000    0.000000    0.000000    
11   25   4    0.548340    0.216309    0.147461    0.087891    
11   25   8    1.000000    0.000000    0.000000    0.000000    
11   25   12   1.000000    0.000000    0.000000    0.000000    
11   25   9    1.000000    0.000000    0.000000    0.000000    
11   25   16   1.000000    0.000000    0.000000    0.000000    
11   25   15   1.000000    0.000000    0.000000    0.000000    
11   25   21   1.000000    0.000000    0.000000    0.000000    
11   25   18   1.000000    0.000000    0.000000    0.000000    
11   25   17   1.000000    0.000000    0.000000    0.000000    
11   25   19   1.000000    0.000000    0.000000    0.000000    
11   25   14   1.000000    0.000000    0.000000    0.000000    
11   25   20   1.000000    0.000000    0.000000    0.000000    
11   25   22   1.000000    0.000000    0.000000    0.000000    
11   25   23   1.000000    0.000000    0.000000    0.000000    
11   25   26   1.000000    0.000000    0.000000    0.000000    
11   25   24   1.000000    0.000000    0.000000    0.000000    
11   25   27   0.583496    0.202637    0.130859    0.083008    
11   25   25   1.000000    0.000000    0.000000    0.000000    
11   25   28   0.003418    0.036133    0.086426    0.874023    
11   26   5    0.653809    0.184082    0.107422    0.054688    
11   26   6    0.999023    0.000977    0.000000    0.000000    
11   26   8    1.000000    0.000000    0.000000    0.000000    
11   26   4    0.023926    0.068359    0.128418    0.779297    
11   26   9    1.000000    0.000000    0.000000    0.000000    
11   26   7    1.000000    0.000000    0.000000    0.000000    
11   26   14   1.000000    0.000000    0.000000    0.000000    
11   26   10   1.000000    0.000000    0.000000    0.000000    
11   26   11   1.000000    0.000000    0.000000    0.000000    
11   26   15   1.000000    0.000000    0.000000    0.000000    
11   26   12   1.000000    0.000000    0.000000    0.000000    
11   26   18   1.000000    0.000000    0.000000    0.000000    
11   26   19   1.000000    0.000000    0.000000    0.000000    
11   26   16   1.000000    0.000000    0.000000    0.000000    
11   26   13   1.000000    0.000000    0.000000    0.000000    
11   26   20   1.000000    0.000000    0.000000    0.000000    
11   26   22   1.000000    0.000000    0.000000    0.000000    
11   26   17   1.000000    0.000000    0.000000    0.000000    
11   26   21   1.000000    0.000000    0.000000    0.000000    
11   26   23   1.000000    0.000000    0.000000    0.000000    
11   26   24   1.000000    0.000000    0.000000    0.000000    
11   26   25   0.998535    0.001465    0.000000    0.000000    
11   26   27   0.017090    0.075684    0.153320    0.753906    
11   26   26   0.627441    0.198242    0.116211    0.058105    
11   27   6    0.543945    0.223145    0.141113    0.091797    
11   27   8    1.000000    0.000000    0.000000    0.000000    
11   27   7    0.994141    0.005859    0.000000    0.000000    
11   27   5    0.020996    0.070312    0.151367    0.757324    
11   27   9    1.000000    0.000000    0.000000    0.000000    
11   27   14   1.000000    0.000000    0.000000    0.000000    
11   27   10   1.000000    0.000000    0.000000    0.000000    
11   27   11   1.000000    0.000000    0.000000    0.000000    
11   27   12   1.000000    0.000000    0.000000    0.000000    
11   27   15   1.000000    0.000000    0.000000    0.000000    
11   27   13   1.000000    0.000000    0.000000    0.000000    
11   27   17   1.000000    0.000000    0.000000    0.000000    
11   27   19   1.000000    0.000000    0.000000    0.000000    
11   27   16   1.000000    0.000000    0.000000    0.000000    
11   27   20   1.000000    0.000000    0.000000    0.000000    
11   27   18   1.000000    0.000000    0.000000    0.000000    
11   27   22   1.000000    0.000000    0.000000    0.000000    
11   27   24   0.988770    0.011230    0.000000    0.000000    
11   27   21   1.000000    0.000000    0.000000    0.000000    
11   27   26   0.020996    0.081543    0.159180    0.738281    
11   27   23   1.000000    0.000000    0.000000    0.000000    
11   27   25   0.549316    0.222656    0.145508    0.082520    
11   28   6    0.000977    0.033203    0.103516    0.862305    
11   28   9    1.000000    0.000000    0.000000    0.000000    
11   28   7    0.289062    0.237793    0.215332    0.257812    
11   28   8    0.875488    0.107910    0.016602    0.000000    
11   28   10   1.000000    0.000000    0.000000    0.000000    
11   28   12   1.000000    0.000000    0.000000    0.000000    
11   28   14   1.000000    0.000000    0.000000    0.000000    
11   28   11   1.000000    0.000000    0.000000    0.000000    
11   28   16   1.000000    0.000000    0.000000    0.000000    
11   28   17   1.000000    0.000000    0.000000    0.000000    
11   28   15   1.000000    0.000000    0.000000    0.000000    
11   28   13   1.000000    0.000000    0.000000    0.000000    
11   28   18   1.000000    0.000000    0.000000    0.000000    
11   28   19   1.000000    0.000000    0.000000    0.000000    
11   28   22   1.000000    0.000000    0.000000    0.000000    
11   28   21   1.000000    0.000000    0.000000    0.000000    
11   28   20   1.000000    0.000000    0.000000    0.000000    
11   28   25   0.000977    0.033691    0.105469    0.859863    
11   28   23   0.880859    0.096191    0.022949    0.000000    
11   28   24   0.322266    0.241699    0.214844    0.221191    
11   29   7    0.000000    0.000000    0.015625    0.984375    
11   29   10   0.862793    0.115234    0.021973    0.000000    
11   29   11   0.999512    0.000488    0.000000    0.000000    
11   29   13   1.000000    0.000000    0.000000    0.000000    
11   29   12   1.000000    0.000000    0.000000    0.000000    
11   29   8    0.049316    0.122070    0.190430    0.638184    
11   29   9    0.439453    0.230957    0.192383    0.137207    
11   29   15   1.000000    0.000000    0.000000    0.000000    
11   29   14   1.000000    0.000000    0.000000    0.000000    
11   29   16   1.000000    0.000000    0.000000    0.000000    
11   29   18   1.000000    0.000000    0.000000    0.000000    
11   29   20   0.999512    0.000488    0.000000    0.000000    
11   29   19   1.000000    0.000000    0.000000    0.000000    
11   29   17   1.000000    0.000000    0.000000    0.000000    
11   29   21   0.875000    0.105469    0.019531    0.000000    
11   29   23   0.054688    0.143066    0.197754    0.604492    
11   29   22   0.461914    0.221191    0.184082    0.132812    
11   29   24   0.000000    0.000000    0.013672    0.986328    
11   30   10   0.018066    0.105957    0.182617    0.693359    
11   30   9    0.000000    0.000000    0.027832    0.972168    
11   30   13   0.703125    0.219727    0.076172    0.000977    
11   30   12   0.532227    0.203125    0.182129    0.082520    
11   30   15   0.911133    0.088379    0.000488    0.000000    
11   30   11   0.235840    0.218750    0.222656    0.322754    
11   30   18   0.722656    0.188477    0.084961    0.003906    
11   30   16   0.911133    0.088379    0.000488    0.000000    
11   30   14   0.852051    0.130859    0.017090    0.000000    
11   30   17   0.832031    0.148926    0.019043    0.000000    
11   30   20   0.254883    0.190430    0.226562    0.328125    
11   30   19   0.526855    0.208984    0.187500    0.076660    
11   30   22   0.000000    0.000000    0.028809    0.971191    
11   30   21   0.019531    0.108398    0.188965    0.683105    
11   31   12   0.000000    0.000000    0.019531    0.980469    
11   31   15   0.009766    0.115723    0.223145    0.651367    
11   31   14   0.000977    0.077148    0.181641    0.740234    
11   31   17   0.000977    0.079590    0.193359    0.726074    
11   31   13   0.000000    0.014648    0.124023    0.861328    
11   31   16   0.007812    0.115723    0.230957    0.645508    
11   31   18   0.000000    0.014648    0.128906    0.856445    
11   31   19   0.000000    0.000000    0.022949    0.977051    
12   0    12   0.000000    0.037598    0.185059    0.777344    
12   0    15   0.191895    0.208008    0.204102    0.395996    
12   0    13   0.025391    0.172363    0.214844    0.587402    
12   0    14   0.122559    0.204590    0.192871    0.479980    
12   0    16   0.193848    0.194336    0.204590    0.407227    
12   0    11   0.000000    0.000000    0.026367    0.973633    
12   0    18   0.031250    0.171387    0.195312    0.602051    
12   0    17   0.124512    0.215332    0.193848    0.466309    
12   0    19   0.000000    0.036621    0.183105    0.780273    
12   0    20   0.000000    0.000000    0.022461    0.977539    
12   1    13   0.964355    0.035645    0.000000    0.000000    
12   1    12   0.812012    0.158691    0.029297    0.000000    
12   1    8    0.000000    0.000000    0.001465    0.998535    
12   1    10   0.196777    0.206543    0.202637    0.394043    
12   1    14   0.997559    0.002441    0.000000    0.000000    
12   1    9    0.001465    0.054199    0.137207    0.807129    
12   1    11   0.511230    0.211426    0.191406    0.085938    
12   1    15   1.000000    0.000000    0.000000    0.000000    
12   1    18   0.968750    0.031250    0.000000    0.000000    
12   1    19   0.803711    0.158691    0.037598    0.000000    
12   1    17   0.998535    0.001465    0.000000    0.000000    
12   1    20   0.538574    0.187500    0.191895    0.082031    
12   1    22   0.000977    0.048340    0.136719    0.813965    
12   1    16   1.000000    0.000000    0.000000    0.000000    
12   1    21   0.198730    0.207031    0.205078    0.389160    
12   1    23   0.000000    0.000000    0.000488    0.999512    
12   2    9    0.749512    0.175293    0.071289    0.003906    
12   2    7    0.000977    0.025879    0.104980    0.868164    
12   2    8    0.257324    0.204102    0.216797    0.321777    
12   2    13   1.000000    0.000000    0.000000    0.000000    
12   2    11   1.000000    0.000000    0.000000    0.000000    
12   2    12   1.000000    0.000000    0.000000    0.000000    
12   2    10   0.995117    0.004883    0.000000    0.000000    
12   2    14   1.000000    0.000000    0.000000    0.000000    
12   2    16   1.000000    0.000000    0.000000    0.000000    
12   2    15   1.000000    0.000000    0.000000    0.000000    
12   2    20   1.000000    0.000000    0.000000    0.000000    
12   2    17   1.000000    0.000000    0.000000    0.000000    
12   2    19   1.000000    0.000000    0.000000    0.000000    
12   2    22   0.748047    0.164062    0.081055    0.006836    
12   2    21   0.996094    0.003906    0.000000    0.000000    
12   2    18   1.000000    0.000000    0.000000    0.000000    
12   2    24   0.000000    0.032715    0.097656    0.869629    
12   2    23   0.247070    0.216309    0.221191    0.315430    
12   3    8    0.993652    0.006348    0.000000    0.000000    
12   3    7    0.625000    0.211426    0.114258    0.049316    
12   3    5    0.000000    0.000000    0.001953    0.998047    
12   3    9    1.000000    0.000000    0.000000    0.000000    
12   3    10   1.000000    0.000000    0.000000    0.000000    
12   3    11   1.000000    0.000000    0.000000    0.000000    
12   3    6    0.060059    0.115723    0.209473    0.614746    
12   3    12   1.000000    0.000000    0.000000    0.000000    
12   3    14   1.000000    0.000000    0.000000    0.000000    
12   3    16   1.000000    0.000000    0.000000    0.000000    
12   3    13   1.000000    0.000000    0.000000    0.000000    
12   3    18   1.000000    0.000000    0.000000    0.000000    
12   3    15   1.000000    0.000000    0.000000    0.000000    
12   3    17   1.000000    0.000000    0.000000    0.000000    
12   3    21   1.000000    0.000000    0.000000    0.000000    
12   3    19   1.000000    0.000000    0.000000    0.000000    
12   3    22   1.000000    0.000000    0.000000    0.000000    
12   3    20   1.000000    0.000000    0.000000    0.000000    
12   3    23   0.995117    0.004883    0.000000    0.000000    
12   3    25   0.062988    0.117188    0.190430    0.629395    
12   3    24   0.613281    0.211914    0.129883    0.044922    
12   3    26   0.000000    0.000000    0.001465    0.998535    
12   4    5    0.129883    0.185547    0.234375    0.450195    
12   4    4    0.000000    0.000000    0.005859    0.994141    
12   4    7    1.000000    0.000000    0.000000    0.000000    
12   4    6    0.839355    0.111328    0.046387    0.002930    
12   4    8    1.000000    0.000000    0.000000    0.000000    
12   4    9    1.000000    0.000000    0.000000    0.000000    
12   4    13   1.000000    0.000000    0.000000    0.000000    
12   4    11   1.000000    0.000000    0.000000    0.000000    
12   4    10   1.000000    0.000000    0.000000    0.000000    
12   4    15   1.000000    0.000000    0.000000    0.000000    
12   4    14   1.000000    0.000000    0.000000    0.000000    
12   4    18   1.000000    0.000000    0.000000    0.000000    
12   4    12   1.000000    0.000000    0.000000    0.000000    
12   4    17   1.000000    0.000000    0.000000    0.000000    
12   4    16   1.000000    0.000000    0.000000    0.000000    
12   4    21   1.000000    0.000000    0.000000    0.000000    
12   4    20   1.000000    0.000000    0.000000    0.000000    
12   4    22   1.000000    0.000000    0.000000    0.000000    
12   4    19   1.000000    0.000000    0.000000    0.000000    
12   4    23   1.000000    0.000000    0.000000    0.000000    
12   4    25   0.846191    0.111816    0.040039    0.001953    
12   4    24   1.000000    0.000000    0.000000    0.000000    
12   4    27   0.000000    0.000000    0.008789    0.991211    
12   4    26   0.153320    0.158203    0.239258    0.449219    
12   5    3    0.000000    0.000000    0.001465    0.998535    
12   5    7    1.000000    0.000000    0.000000    0.000000    
12   5    5    0.913086    0.071289    0.015137    0.000488    
12   5    6    1.000000    0.000000    0.000000    0.000000    
12   5    8    1.000000    0.000000    0.000000    0.000000    
12   5    9    1.000000    0.000000    0.000000    0.000000    
12   5    10   1.000000    0.000000    0.000000    0.000000    
12   5    4    0.144043    0.169434    0.223145    0.463379    
12   5    11   1.000000    0.000000    0.000000    0.000000    
12   5    13   1.000000    0.000000    0.000000    0.000000    
12   5    12   1.000000    0.000000    0.000000    0.000000    
12   5    14   1.000000    0.000000    0.000000    0.000000    
12   5    18   1.000000    0.000000    0.000000    0.000000    
12   5    16   1.000000    0.000000    0.000000    0.000000    
12   5    20   1.000000    0.000000    0.000000    0.000000    
12   5    19   1.000000    0.000000    0.000000    0.000000    
12   5    21   1.000000    0.000000    0.000000    0.000000    
12   5    17   1.000000    0.000000    0.000000    0.000000    
12   5    22   1.000000    0.000000    0.000000    0.000000    
12   5    15   1.000000    0.000000    0.000000    0.000000    
12   5    23   1.000000    0.000000    0.000000    0.000000    
12   5    25   1.000000    0.000000    0.000000    0.000000    
12   5    24   1.000000    0.000000    0.000000    0.000000    
12   5    28   0.000000    0.000000    0.001953    0.998047    
12   5    27   0.154297    0.159668    0.235352    0.450684    
12   5    26   0.899902    0.077148    0.022461    0.000488    
12   6    3    0.067871    0.126953    0.185547    0.619629    
12   6    6    1.000000    0.000000    0.000000    0.000000    
12   6    4    0.857910    0.100586    0.039062    0.002441    
12   6    8    1.000000    0.000000    0.000000    0.000000    
12   6    7    1.000000    0.000000    0.000000    0.000000    
12   6    5    1.000000    0.000000    0.000000    0.000000    
12   6    12   1.000000    0.000000    0.000000    0.000000    
12   6    9    1.000000    0.000000    0.000000    0.000000    
12   6    10   1.000000    0.000000    0.000000    0.000000    
12   6    14   1.000000    0.000000    0.000000    0.000000    
12   6    13   1.000000    0.000000    0.000000    0.000000    
12   6    15   1.000000    0.000000    0.000000    0.000000    
12   6    17   1.000000    0.000000    0.000000    0.000000    
12   6    16   1.000000    0.000000    0.000000    0.000000    
12   6    11   1.000000    0.000000    0.000000    0.000000    
12   6    18   1.000000    0.000000    0.000000    0.000000    
12   6    19   1.000000    0.000000    0.000000    0.000000    
12   6    24   1.000000    0.000000    0.000000    0.000000    
12   6    20   1.000000    0.000000    0.000000    0.000000    
12   6    22   1.000000    0.000000    0.000000    0.000000    
12   6    21   1.000000    0.000000    0.000000    0.000000    
12   6    23   1.000000    0.000000    0.000000    0.000000    
12   6    25   1.000000    0.000000    0.000000    0.000000    
12   6    28   0.060547    0.109375    0.195801    0.634277    
12   6    26   1.000000    0.000000    0.000000    0.000000    
12   6    27   0.855957    0.099121    0.042480    0.002441    
12   7    2    0.000488    0.037598    0.095215    0.866699    
12   7    4    1.000000    0.000000    0.000000    0.000000    
12   7    3    0.667969    0.176270    0.114746    0.041016    
12   7    7    1.000000    0.000000    0.000000    0.000000    
12   7    8    1.000000    0.000000    0.000000    0.000000    
12   7    5    1.000000    0.000000    0.000000    0.000000    
12   7    6    1.000000    0.000000    0.000000    0.000000    
12   7    11   1.000000    0.000000    0.000000    0.000000    
12   7    9    1.000000    0.000000    0.000000    0.000000    
12   7    10   1.000000    0.000000    0.000000    0.000000    
12   7    12   1.000000    0.000000    0.000000    0.000000    
12   7    14   1.000000    0.000000    0.000000    0.000000    
12   7    17   1.000000    0.000000    0.000000    0.000000    
12   7    16   1.000000    0.000000    0.000000    0.000000    
12   7    19   1.000000    0.000000    0.000000    0.000000    
12   7    20   1.000000    0.000000    0.000000    0.000000    
12   7    18   1.000000    0.000000    0.000000    0.000000    
12   7    15   1.000000    0.000000    0.000000    0.000000    
12   7    13   1.000000    0.000000    0.000000    0.000000    
12   7    23   1.000000    0.000000    0.000000    0.000000    
12   7    21   1.000000    0.000000    0.000000    0.000000    
12   7    22   1.000000    0.000000    0.000000    0.000000    
12   7    25   1.000000    0.000000    0.000000    0.000000    
12   7    24   1.000000    0.000000    0.000000    0.000000    
12   7    27   1.000000    0.000000    0.000000    0.000000    
12   7    28   0.664551    0.172363    0.112305    0.050781    
12   7    26   1.000000    0.000000    0.000000    0.000000    
12   7    29   0.002930    0.040527    0.118164    0.838379    
12   8    1    0.000000    0.000000    0.001465    0.998535    
12   8    3    0.996582    0.003418    0.000000    0.000000    
12   8    5    1.000000    0.000000    0.000000    0.000000    
12   8    2    0.292480    0.211914    0.174805    0.320801    
12   8    4    1.000000    0.000000    0.000000    0.000000    
12   8    6    1.000000    0.000000    0.000000    0.000000    
12   8    7    1.000000    0.000000    0.000000    0.000000    
12   8    13   1.000000    0.000000    0.000000    0.000000    
12   8    10   1.000000    0.000000    0.000000    0.000000    
12   8    9    1.000000    0.000000    0.000000    0.000000    
12   8    8    1.000000    0.000000    0.000000    0.000000    
12   8    11   1.000000    0.000000    0.000000    0.000000    
12   8    14   1.000000    0.000000    0.000000    0.000000    
12   8    12   1.000000    0.000000    0.000000    0.000000    
12   8    15   1.000000    0.000000    0.000000    0.000000    
12   8    16   1.000000    0.000000    0.000000    0.000000    
12   8    17   1.000000    0.000000    0.000000    0.000000    
12   8    20   1.000000    0.000000    0.000000    0.000000    
12   8    18   1.000000    0.000000    0.000000    0.000000    
12   8    19   1.000000    0.000000    0.000000    0.000000    
12   8    21   1.000000    0.000000    0.000000    0.000000    
12   8    24   1.000000    0.000000    0.000000    0.000000    
12   8    22   1.000000    0.000000    0.000000    0.000000    
12   8    23   1.000000    0.000000    0.000000    0.000000    
12   8    27   1.000000    0.000000    0.000000    0.000000    
12   8    30   0.000000    0.000000    0.000977    0.999023    
12   8    26   1.000000    0.000000    0.000000    0.000000    
12   8    25   1.000000    0.000000    0.000000    0.000000    
12   8    28   0.997559    0.002441    0.000000    0.000000    
12   8    29   0.278809    0.199707    0.207520    0.313965    
12   9    3    1.000000    0.000000    0.000000    0.000000    
12   9    2    0.800293    0.132324    0.058594    0.008789    
12   9    4    1.000000    0.000000    0.000000    0.000000    
12   9    5    1.000000    0.000000    0.000000    0.000000    
12   9    1    0.002930    0.055664    0.126465    0.814941    
12   9    7    1.000000    0.000000    0.000000    0.000000    
12   9    8    1.000000    0.000000    0.000000    0.000000    
12   9    10   1.000000    0.000000    0.000000    0.000000    
12   9    12   1.000000    0.000000    0.000000    0.000000    
12   9    6    1.000000    0.000000    0.000000    0.000000    
12   9    9    1.000000    0.000000    0.000000    0.000000    
12   9    11   1.000000    0.000000    0.000000    0.000000    
12   9    13   1.000000    0.000000    0.000000    0.000000    
12   9    14   1.000000    0.000000    0.000000    0.000000    
12   9    15   1.000000    0.000000    0.000000    0.000000    
12   9    23   1.000000    0.000000    0.000000    0.000000    
12   9    20   1.000000    0.000000    0.000000    0.000000    
12   9    19   1.000000    0.000000    0.000000    0.000000    
12   9    17   1.000000    0.000000    0.000000    0.000000    
12   9    24   1.000000    0.000000    0.000000    0.000000    
12   9    16   1.000000    0.000000    0.000000    0.000000    
12   9    18   1.000000    0.000000    0.000000    0.000000    
12   9    22   1.000000    0.000000    0.000000    0.000000    
12   9    21   1.000000    0.000000    0.000000    0.000000    
12   9    26   1.000000    0.000000    0.000000    0.000000    
12   9    27   1.000000    0.000000    0.000000    0.000000    
12   9    25   1.000000    0.000000    0.000000    0.000000    
12   9    28   1.000000    0.000000    0.000000    0.000000    
12   9    30   0.005859    0.061035    0.126953    0.806152    
12   10   1    0.238770    0.187012    0.182617    0.391602    
12   10   3    1.000000    0.000000    0.000000    0.000000    
12   10   2    0.999512    0.000488    0.000000    0.000000    
12   9    29   0.792480    0.139648    0.057617    0.010254    
12   10   4    1.000000    0.000000    0.000000    0.000000    
12   10   5    1.000000    0.000000    0.000000    0.000000    
12   10   6    1.000000    0.000000    0.000000    0.000000    
12   10   7    1.000000    0.000000    0.000000    0.000000    
12   10   10   1.000000    0.000000    0.000000    0.000000    
12   10   9    1.000000    0.000000    0.000000    0.000000    
12   10   11   1.000000    0.000000    0.000000    0.000000    
12   10   8    1.000000    0.000000    0.000000    0.000000    
12   10   13   1.000000    0.000000    0.000000    0.000000    
12   10   12   1.000000    0.000000    0.000000    0.000000    
12   10   15   1.000000    0.000000    0.000000    0.000000    
12   10   14   1.000000    0.000000    0.000000    0.000000    
12   10   17   1.000000    0.000000    0.000000    0.000000    
12   10   18   1.000000    0.000000    0.000000    0.000000    
